Duration,ResponseId,Policy_politics,Policy_complexity,Emotion,Video_DO,Policy_DO,Importance,New_legislation,Vote_policy,Good_solution,Reasonable_cost,Politically_possible,Reduce_problem,Solve_problem,Morally_justifiable,Policy_pleased,Interested,Distressed,Afraid,Guilty,Angry,Disgusted,Happy,Sad,Anxious,Calm,Surprised,Upset,SEC_abortion,SEC_limited_govt,SEC_security,SEC_religion,SEC_welfare,SEC_gun,SEC_trad_marriage,SEC_trad_values,SEC_fiscal_resp,SEC_business,SEC_family_unit,SEC_patriotism,B5_1,B5_2,B5_3,B5_4,B5_5,B5_6,B5_7,B5_8,B5_9,B5_10,NFC_1,NFC_2,NFC_3,NFC_4,NFC_5,NFC_6,NFC_7,NFC_8,NFC_9,NFC_10,NFC_11,NFC_12,NFC_13,NFC_14,NFC_15,NFC_16,NFC_17,NFC_18,NFC_19,ER_1,ER_2,ER_3,ER_4,ER_5,ER_6,ER_7,ER_8,ER_9,ER_10,ER_11,Gender,Age,Ethnicity,Ethnicity_other,Political_orientation,Political_affiliation,Political_affiliation_other
955,R_2tDzlLSxGcbuKCr,Conservative,Simple,Anger,V4,S5,7,7,2,2,2,2,2,2,2,2,4,2,2,1,1,2,3,2,2,2,2,2,100,0,0,70,100,0,10,10,10,20,60,10,3,1,5,7,7,7,7,2,6,1,1,4,1,5,1,5,1,3,2,4,4,1,5,3,2,4,4,2,5,5,3,5,3,5,3,5,6,5,3,5,Female,31,Other:,mixed,Extremely liberal,Democratic Party,
315,R_1BRb2q7PLCo4g06,Conservative,Simple,Neutral,V1,S6,7,4,2,2,2,1,3,2,2,2,4,1,1,1,1,1,3,1,1,4,1,1,30,80,80,50,60,70,100,100,100,50,100,60,5,1,6,1,3,3,6,2,6,6,1,1,5,5,5,1,5,5,5,1,1,5,1,3,1,1,5,5,1,5,3,5,2,5,3,5,6,5,3,5,Female,64,Caucasian or White,,Moderately conservative,Republican Party,
300,R_2yjD67wStbYhZvZ,Liberal,Simple,Anger,V3,S1,6,6,6,6,6,6,6,6,6,6,3,1,1,1,1,1,1,2,1,3,1,2,50,50,50,100,100,10,50,50,10,30,100,60,2,1,6,2,7,6,7,2,6,1,4,4,2,2,4,4,2,2,2,4,4,2,4,3,4,4,2,2,4,6,6,6,2,6,5,6,6,6,6,6,Female,31,Hispanic or Latinx,,Moderately liberal,Democratic Party,
401,R_1FG0tZQVVu7gnir,Conservative,Simple,Neutral,V1,S7,6,6,4,4,3,3,3,2,3,4,4,2,2,2,1,1,3,2,2,4,3,1,0,100,100,10,10,100,0,30,100,100,30,100,5,6,6,5,6,5,4,3,5,3,4,4,2,2,1,2,3,4,4,5,5,1,4,3,4,4,3,4,5,6,5,6,3,5,5,6,6,6,5,5,Male,24,Caucasian or White,,Extremely conservative,Republican Party,
483,R_2Bfh76PRbtdqk30,Liberal,Simple,Neutral,V1,S1,6,7,7,7,7,5,6,6,7,7,4,1,1,1,1,1,2,1,1,3,1,1,50,60,0,0,90,0,20,20,60,0,20,10,6,5,7,1,7,2,6,1,7,1,5,5,1,2,4,5,1,3,1,5,5,1,5,3,5,5,4,1,4,5,7,4,2,6,7,7,6,5,6,5,Male,43,Caucasian or White,,Extremely liberal,Democratic Party,
296,R_1r8haBK1ZXHs72A,Conservative,Simple,Neutral,V2,S6,6,6,1,1,1,2,1,1,1,1,3,1,1,1,1,1,2,1,1,3,1,1,70,50,50,10,40,50,50,50,60,70,60,30,3,5,6,2,5,6,4,3,6,3,4,4,2,2,2,3,2,3,2,4,4,2,4,3,4,3,2,2,4,3,6,3,3,5,6,3,6,3,6,3,Female,23,Hispanic or Latinx,,Moderately liberal,Democratic Party,
552,R_yrmzvXC92mkpplL,Liberal,Simple,Neutral,V2,S2,6,5,4,5,4,7,5,4,6,6,4,1,1,1,1,1,3,1,2,2,1,1,50,80,50,50,80,70,50,50,100,70,100,100,4,3,5,2,5,4,5,2,4,2,4,4,2,1,2,4,2,4,1,3,4,1,4,3,4,3,2,1,4,5,4,5,3,5,4,5,6,5,4,5,Male,51,Caucasian or White,,Moderate,Other:,
603,R_VO4VtFFjLYg5GBH,Conservative,Simple,Anger,V4,S5,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,60,100,40,0,50,100,100,70,100,70,60,50,1,1,2,2,4,6,2,2,6,6,5,5,1,1,1,3,1,3,3,5,5,3,4,3,5,5,1,2,1,2,6,1,5,4,6,1,6,1,6,2,Female,58,Caucasian or White,,Moderately conservative,Libertarian Party,
879,R_3gMF9iFeupuobDF,Liberal,Simple,Anger,V4,S2,7,5,5,5,2,3,3,2,7,5,4,1,1,1,1,1,2,1,1,4,2,1,20,100,20,80,40,70,50,50,100,90,100,90,7,1,7,1,7,1,7,1,7,1,4,4,1,2,1,1,3,4,2,5,5,1,4,3,4,4,3,1,2,6,5,6,2,6,3,6,6,6,2,6,Male,57,Caucasian or White,,Moderately conservative,Other:,indepentant
615,R_2t520ZjnLYrxL3n,Liberal,Complex,Anger,V3,S4,7,7,7,6,3,6,6,6,7,7,4,3,1,4,3,4,1,4,4,2,2,4,50,50,10,0,70,0,50,40,60,50,90,10,1,1,5,6,1,5,7,1,2,6,3,4,1,2,2,4,2,3,4,4,3,2,2,3,4,3,1,1,4,4,2,2,2,2,2,2,6,2,2,2,Female,49,Caucasian or White,,Extremely liberal,Democratic Party,
505,R_20UJR7dqtycqAGU,Conservative,Complex,Fear,V5,S8,6,5,6,5,6,6,5,5,6,5,4,2,3,2,3,2,3,2,4,2,3,3,50,40,50,60,40,70,70,70,70,70,70,70,6,2,4,3,5,5,5,2,5,2,4,4,1,1,2,4,2,2,2,2,2,2,3,3,2,4,2,2,4,5,6,4,5,3,4,5,6,5,5,4,Male,38,Hispanic or Latinx,,Moderately conservative,Republican Party,
955,R_2VD9l2FssTnIDva,Conservative,Simple,Neutral,V1,S7,5,4,2,2,2,2,2,2,2,2,3,2,1,1,1,1,2,1,1,4,1,2,80,50,40,10,10,70,20,20,80,80,0,0,2,2,6,2,5,5,3,2,3,5,2,3,2,2,4,2,2,3,3,2,4,4,3,3,2,2,2,4,4,5,5,6,4,5,5,3,6,4,3,3,Male,32,Caucasian or White,,Moderately liberal,No party,
229,R_28Clg91sbC3gAWR,Liberal,Complex,Neutral,V1,S4,7,7,7,7,7,7,7,7,7,7,5,1,1,1,1,1,5,1,1,5,1,1,100,50,50,100,100,100,0,0,50,50,100,100,7,1,7,1,7,1,7,1,7,1,5,5,1,1,1,5,1,1,1,5,5,1,5,3,5,5,1,1,5,7,1,7,7,7,1,7,6,7,1,7,Male,27,Asian American or Asian,,Extremely liberal,Democratic Party,
340,R_1dN5z1iYzd3vUJx,Conservative,Complex,Anger,V3,S8,7,7,2,2,4,4,2,2,2,2,2,2,1,2,2,2,1,2,2,3,2,2,10,50,50,50,100,0,0,0,50,50,50,50,7,1,5,3,7,1,7,2,6,1,1,1,4,5,5,1,4,5,4,3,3,4,1,3,3,1,5,5,1,6,2,6,2,6,2,6,6,6,2,6,Female,34,Caucasian or White,,Extremely liberal,Democratic Party,
195,R_3hxvzuKZK4qBAp4,Conservative,Simple,Neutral,V2,S7,6,6,5,5,5,4,5,5,6,6,3,1,1,1,1,1,1,1,1,5,1,1,90,0,30,30,80,0,0,0,0,10,40,0,1,1,4,1,1,7,6,2,7,7,4,3,3,3,2,4,2,3,3,3,3,2,3,3,3,2,3,3,4,4,5,4,4,4,5,5,6,4,4,4,Male,34,African American or Black,,Moderately liberal,Democratic Party,
423,R_3KItD1t4vWbcHJD,Conservative,Simple,Fear,V6,S5,2,1,2,6,7,5,3,7,2,5,5,1,1,1,1,1,4,1,2,4,1,1,60,30,100,70,100,20,40,80,20,50,30,80,1,5,6,1,6,6,7,7,6,1,5,5,1,4,4,3,5,2,4,1,5,5,3,3,2,3,2,3,2,6,5,7,6,1,1,3,6,5,5,6,Female,25,Caucasian or White,,Moderately liberal,Democratic Party,
159,R_OpvProNxeH5N9V7,Conservative,Simple,Fear,V5,S6,6,5,4,5,5,4,5,4,5,4,4,1,1,1,1,1,2,1,1,3,1,1,30,40,50,50,60,40,50,50,50,60,60,50,6,6,5,6,4,6,4,3,6,3,5,4,3,4,4,4,4,3,4,3,5,4,3,3,4,4,4,4,3,6,5,5,5,4,4,4,6,6,5,4,Female,25,African American or Black,,Moderate,Democratic Party,
144896,R_2ASiZVjL5PFktYc,Conservative,Simple,Anger,V4,S7,5,6,4,6,5,6,5,5,4,6,3,3,1,1,1,1,2,1,1,3,2,2,0,50,50,70,100,50,50,50,50,50,100,50,5,3,3,4,3,5,3,5,5,6,3,4,4,2,2,3,3,4,2,3,2,3,3,3,1,4,2,2,3,5,5,7,4,5,5,5,6,6,5,5,Female,23,Caucasian or White,,Moderate,Democratic Party,
